English (en),Finnish (fi),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
infinitesimal,äärettömän pieni,0,0,0,0,0,0,0,0,0,0
infinity,äärettömyys,1,0,0,1,0,0,1,0,0,1
infirm,heikko,0,1,0,0,0,0,0,0,0,0
infirmary,sairaala,0,0,0,0,0,0,0,0,0,0
infirmity,heikkous,0,1,0,0,0,1,0,0,0,0
inflammation,tulehdus,0,1,0,0,0,0,0,0,0,0
inflated,paisuttivat,0,1,0,0,0,0,0,0,0,0
inflation,inflaatio,0,1,0,0,0,1,0,0,0,0
inflection,taivutus,0,0,0,0,0,0,0,0,0,0
inflict,aiheuttaa,0,1,1,0,0,1,0,1,0,0
infliction,aiheuttaminen,0,1,0,0,0,1,0,1,0,0
inflorescence,kukinto,0,0,0,0,0,0,0,0,0,0
influence,vaikutus,1,1,0,0,0,0,0,0,0,0
influential,vaikutusvaltainen,1,0,0,0,0,0,0,0,0,1
influenza,influenssa,0,1,0,0,0,0,0,0,0,0
influx,tulva,0,0,0,0,0,0,0,0,0,0
inform,ilmoittaa,0,0,0,0,0,0,0,0,0,1
informal,epävirallinen,0,0,0,0,0,0,0,0,0,0
informant,ilmiantaja,0,0,0,0,0,0,0,0,0,0
information,tiedot,1,0,0,0,0,0,0,0,0,0
informed,ilmoitti,0,0,0,0,0,0,0,0,0,0
informer,ilmiantaja,0,1,0,0,0,0,0,0,0,0
infraction,infraction,0,1,1,0,0,0,0,0,0,0
infrequent,harvinainen,0,0,0,0,0,0,0,0,1,0
infrequently,harvoin,0,1,0,0,0,0,0,0,0,0
infringement,rikkominen,0,1,0,0,0,0,0,0,0,0
infuse,valaa,0,0,0,0,0,0,0,0,0,0
infused,täynnä jtk,0,0,0,0,0,0,0,0,0,0
infusion,infuusio,0,0,0,0,0,0,0,0,0,0
ingenious,nerokas,1,0,0,0,0,0,0,0,0,0
ingenuity,nerokkuus,0,0,0,0,0,0,0,0,0,0
ingest,nielemään,0,0,0,0,0,0,0,0,0,0
ingestion,nieleminen,0,0,0,0,0,0,0,0,0,0
ingot,harkko,0,0,0,0,0,0,0,0,0,0
ingrained,syöpynyt,0,0,0,0,0,0,0,0,0,0
ingredient,ainesosa,0,0,0,0,0,0,0,0,0,0
ingress,sisääntulo,0,0,0,0,0,0,0,0,0,0
inhabit,asuttavat,0,0,0,0,0,0,0,0,0,0
inhabitant,asukas,0,0,0,0,0,0,0,0,0,0
inhabited,asuttu,0,0,0,0,0,0,0,0,0,0
inhabiting,elävät,0,0,0,0,0,0,0,0,0,0
inhalation,hengitysteitse,0,0,0,0,0,0,0,0,0,0
inhale,hengittää sisään,0,0,0,0,0,0,0,0,0,0
inherent,luontainen,0,0,0,0,0,0,0,0,0,0
inherit,periä,0,0,0,0,0,0,0,0,0,0
inheritance,perintö,1,0,0,1,0,0,1,0,1,1
inhibit,estää,0,1,1,0,1,0,0,1,0,0
inhibition,esto,0,0,0,0,0,0,0,0,0,0
inhospitable,karu,0,1,0,0,0,0,0,1,0,0
inhuman,epäinhimillinen,0,1,1,0,1,1,0,1,0,0
inhumanity,epäinhimillisyys,0,1,0,0,0,0,0,1,0,0
inimical,vihamielinen,0,1,1,0,0,0,0,1,0,0
inimitable,jäljittelemätön,1,0,0,0,0,0,0,0,0,1
iniquity,vääryys,0,1,0,0,1,0,0,0,0,0
initial,alkukirjain,0,0,0,0,0,0,0,0,0,0
initiate,aloittaa,0,0,0,0,0,0,0,0,0,0
initiated,aloitettu,0,0,0,0,0,0,0,0,0,0
initiative,aloite,0,0,0,0,0,0,0,0,0,0
inject,pistää,0,0,0,0,0,0,0,0,0,0
injection,injektio,0,0,0,0,0,1,0,0,0,0
injunction,kielto,0,1,0,0,0,0,0,0,0,0
injure,vahingoittaa,0,1,1,0,0,1,0,1,0,0
injured,loukkaantunut,0,1,0,0,0,1,0,1,0,0
injurious,vahingollinen,0,1,1,0,0,1,0,1,0,0
injury,vahinko,0,1,1,0,0,1,0,1,0,0
injustice,epäoikeudenmukaisuus,0,1,1,0,0,0,0,0,0,0
ink,muste,0,0,0,0,0,0,0,0,0,0
inkling,aavistus,0,0,0,0,0,0,0,0,0,0
inland,sisämaan,0,0,0,0,0,0,0,0,0,0
inlay,upotus,0,0,0,0,0,0,0,0,0,0
inlet,tuloaukko,0,0,0,0,0,0,0,0,0,0
inmate,vanki,0,1,0,0,1,1,0,0,0,0
inn,majatalo,0,0,0,0,0,0,0,0,0,0
innate,synnynnäinen,0,0,0,0,0,0,0,0,0,0
innermost,sisin,0,0,0,0,0,0,0,0,0,0
innings,sisävuoro,0,0,0,0,0,0,0,0,0,0
innkeeper,majatalonisäntä,0,0,0,0,0,0,0,0,0,0
innocence,viattomuus,1,0,0,0,0,0,0,0,0,0
innocent,viaton,1,0,0,0,0,0,0,0,0,1
innocently,viattomasti,1,0,0,0,0,0,0,0,0,0
innocuous,harmiton,1,0,0,0,0,0,0,0,0,0
innovate,innovoida,1,0,0,0,0,0,0,0,0,0
innovation,innovaatio,1,0,0,0,0,0,0,0,0,0
innuendo,vihjailu,0,0,0,0,0,0,0,0,0,0
innumerable,lukematon,0,0,0,0,0,0,0,0,0,0
inoculation,rokotus,0,0,0,1,0,0,0,0,0,1
inoperative,tehoton,0,1,1,0,0,0,0,0,0,0
inordinate,kohtuuton,0,0,0,0,0,0,0,0,0,0
inorganic,epäorgaaninen,0,0,0,0,0,0,0,0,0,0
inquest,kuolemansyyntutkinta,0,0,0,0,0,0,0,0,0,0
inquire,tiedustella,0,0,0,0,0,0,0,0,0,0
inquirer,Inquirer,1,0,0,0,0,0,0,0,0,0
inquiring,kysyvä,0,0,0,0,0,0,0,0,0,0
inquiry,tiedustelu,1,0,0,1,0,0,0,0,0,0
inquisitive,utelias,1,0,0,0,0,0,0,0,0,0
insane,hullu,0,1,1,0,0,1,0,0,0,0
insanity,järjettömyys,0,1,1,0,1,1,0,1,0,0
inscription,kirjoitus,0,0,0,0,0,0,0,0,0,0
inscrutable,tutkimaton,0,0,0,0,0,0,0,0,0,0
insect,hyönteinen,0,0,0,0,0,0,0,0,0,0
insecure,epävarma,0,1,1,0,0,1,0,1,0,0
insecurity,epävarmuus,0,1,0,0,0,1,0,0,0,0
inseparable,erottamaton,1,0,0,0,0,0,1,0,0,1
insert,lisätä,0,0,0,0,0,0,0,0,0,0
inserted,Lisätään,0,0,0,0,0,0,0,0,0,0
insertion,lisäys,0,0,0,0,0,0,0,0,0,0
inside,sisällä,0,0,0,0,0,0,0,0,0,0
insidious,salakavala,0,1,1,0,1,1,0,0,0,0
insight,oivallus,0,0,0,0,0,0,0,0,0,0
insignia,arvomerkki,1,0,0,0,0,0,0,0,0,0
insignificance,merkityksettömyys,0,1,0,0,0,0,0,0,0,0
insignificant,merkityksetön,0,1,1,0,0,0,0,1,0,0
insipid,mauton,0,1,0,0,0,0,0,0,0,0
insist,vaatia,0,0,0,0,0,0,0,0,0,0
insolent,röyhkeä,0,1,0,0,0,0,0,0,0,0
insoluble,liukenematon,0,0,0,0,0,0,0,0,0,0
insolvency,maksukyvyttömyys,0,1,0,0,0,1,0,1,1,0
insolvent,maksukyvytön,0,1,0,0,0,1,0,1,0,1
inspect,tarkastaa,0,0,0,0,0,0,0,0,0,0
inspector,tarkastaja,1,0,0,0,0,0,0,0,0,0
inspiration,inspiraatio,1,0,0,1,0,0,1,0,0,0
inspire,innostaa,1,0,0,1,0,0,1,0,0,1
inspired,innoittunut,1,0,0,0,0,0,1,0,1,1
instability,epävakaisuus,0,1,0,0,1,1,0,0,0,0
install,Asentaa,0,0,0,1,0,0,0,0,0,0
installation,asennus,0,0,0,0,0,0,0,0,0,0
installment,erä,0,0,0,0,0,0,0,0,0,0
instance,ilmentymä,0,0,0,0,0,0,0,0,0,0
instant,välitön,0,0,0,0,0,0,0,0,0,0
instantaneous,välitön,0,0,0,0,0,0,0,0,0,0
instantaneously,välittömästi,0,0,0,0,0,0,0,0,0,0
instigate,käynnistää,0,1,0,0,0,0,0,0,0,0
instigation,yllytys,0,1,0,0,0,0,0,0,0,0
instill,istuttaa,0,0,0,0,0,0,0,0,0,0
instinct,vaisto,0,0,0,0,0,0,0,0,0,0
instinctive,vaistomainen,1,0,1,0,1,1,0,0,0,0
institute,instituutti,0,0,0,0,0,0,0,0,0,1
institution,instituutio,0,0,0,0,0,0,0,0,0,0
instruct,opettaa,1,0,0,0,0,0,0,0,0,1
instructed,ohjeiden,0,0,0,0,0,0,0,0,0,0
instruction,ohje,1,0,0,0,0,0,0,0,0,1
instructional,neuvonta,0,0,0,0,0,0,0,0,0,0
instructions,ohjeet,0,0,0,1,0,0,0,0,0,1
instructive,opettavainen,0,0,0,0,0,0,0,0,0,0
instructor,ohjaaja,1,0,0,1,0,0,0,0,0,1
instrument,väline,0,0,0,0,0,0,0,0,0,0
instrumental,instrumentaalinen,1,0,0,0,0,0,0,0,0,0
instrumentalist,instrumentalisti,0,0,0,0,0,0,0,0,0,0
instrumentality,instrumentality,0,0,0,0,0,0,0,0,0,0
insufficiency,riittämättömyys,0,1,1,0,0,0,0,0,0,0
insufficient,riittämätön,0,1,0,0,0,0,0,0,0,0
insufficiently,riittämättömästi,0,1,0,0,0,0,0,0,0,0
insular,saaristo-,0,0,0,0,0,0,0,0,0,0
insulate,eristää,0,0,0,0,0,0,0,0,0,0
insulation,eristys,0,0,0,0,0,0,0,0,0,1
insult,loukkaus,0,1,1,0,1,0,0,1,1,0
insulting,loukkaavia,0,1,1,0,1,1,0,1,0,0
insurance,vakuutus,0,0,0,0,0,0,0,0,0,0
insure,taata,1,0,0,0,0,0,0,0,0,1
insurgent,kapinallinen,0,1,0,0,0,0,0,0,0,0
insurmountable,ylipääsemätön,0,1,0,0,0,1,0,1,0,0
insurrection,kapina,0,1,1,0,0,0,0,0,0,0
intact,vahingoittumaton,1,0,0,0,0,0,0,0,0,1
intangible,aineettomien,0,0,0,0,0,0,0,0,0,0
integer,kokonaisluku,0,0,0,0,0,0,0,0,0,0
integral,olennainen,0,0,0,0,0,0,0,0,0,0
integrate,yhdistää,0,0,0,0,0,0,0,0,0,0
integration,integraatio,0,0,0,0,0,0,0,0,0,0
integrity,eheys,1,0,0,0,0,0,0,0,0,1
intellect,äly,1,0,0,0,0,0,0,0,0,0
intellectual,älyllinen,1,0,0,0,0,0,0,0,0,0
intelligence,älykkyys,1,0,0,0,0,1,1,0,0,1
intelligent,älykäs,1,0,0,0,0,0,0,0,0,1
intelligibility,ymmärrettävyyden,0,0,0,0,0,0,0,0,0,0
intelligible,ymmärrettävä,0,0,0,0,0,0,0,0,0,0
intend,aikoo,0,0,0,0,0,0,0,0,0,1
intended,tarkoitettu,1,0,0,1,0,0,0,0,0,0
intending,aikovat,0,0,0,0,0,0,0,0,0,0
intense,voimakas,1,1,1,0,1,1,1,0,1,1
intensely,erittäin,0,0,0,0,0,0,0,0,0,0
intensify,tehostaa,0,0,0,0,0,0,0,0,0,0
intensity,intensiteetti,0,0,0,0,0,0,0,0,0,0
intent,tahallisuus,0,0,0,0,0,0,0,0,0,0
intention,tarkoitus,0,0,0,0,0,0,0,0,0,0
intentional,tahallinen,0,0,0,0,0,0,0,0,0,0
intentionally,tarkoituksella,0,0,0,0,0,0,0,0,0,0
inter,inter,0,1,0,0,0,0,0,1,0,0
interaction,vuorovaikutus,0,0,0,0,0,0,0,0,0,0
intercede,puhua,0,0,0,0,0,1,0,1,0,0
intercept,siepata,0,0,0,0,0,0,0,0,0,0
interception,sieppaus,0,0,0,0,0,0,0,0,0,0
intercession,esirukous,0,0,0,0,0,0,0,0,0,1
interchange,vaihtaa,0,0,0,0,0,0,0,0,0,0
interchangeable,vaihdettava,0,0,0,0,0,0,0,0,0,0
interchanged,vaihtaa keskenään,0,0,0,0,0,0,0,0,0,0
intercom,sisäpuhelin,0,0,0,0,0,0,0,0,0,0
intercourse,kanssakäyminen,1,0,0,0,0,0,0,0,0,0
interdependence,keskinäinen riippuvuus,0,0,0,0,0,0,0,0,0,0
interdependent,toisistaan ​​riippuvaiset,0,0,0,0,0,0,0,0,0,0
interdiction,interdiction,0,1,0,0,0,0,0,0,0,0
interest,kiinnostuksen kohde,1,0,0,0,0,0,0,0,0,0
interested,kiinnostunut,1,0,0,0,1,0,0,1,0,0
interesting,mielenkiintoista,1,0,0,0,0,0,0,0,0,0
interference,häiriö,0,1,0,0,0,0,0,0,0,0
interferometer,interferometri,0,0,0,0,0,0,0,0,0,0
interim,väliaikainen,0,0,0,1,0,0,0,0,0,0
interior,sisusta,1,0,0,0,1,0,0,0,0,1
interlocutory,välituomiossa,1,0,0,0,0,0,0,0,0,0
interlude,välisoitto,1,0,0,0,0,0,0,0,0,0
intermediary,välittäjä,0,0,0,0,0,0,0,0,0,0
intermediate,väli-,0,0,0,0,0,0,0,0,0,0
interment,hautaus,0,1,0,0,0,0,0,1,0,0
interminable,loputon,1,1,1,1,0,0,0,0,0,0
intermission,väliaika,0,0,0,1,0,0,0,0,0,0
intermittent,ajoittainen,0,0,0,0,0,0,0,0,0,0
intern,harjoittelija,0,0,0,0,0,0,0,0,0,0
internal,sisäinen,0,0,0,0,0,0,0,0,0,0
internally,sisäisesti,0,0,0,0,0,0,0,0,0,0
international,kansainvälinen,0,0,0,0,0,0,0,0,0,0
interpolate,interpoloida,0,0,0,0,0,0,0,0,0,0
interpolation,interpolointi,0,0,0,0,0,0,0,0,0,0
interpret,tulkita,0,0,0,0,0,0,0,0,0,0
interpretation,tulkinta,0,0,0,0,0,0,0,0,0,0
interpreter,tulkki,0,0,0,0,0,0,0,0,0,0
interrelated,toisiinsa liittyvät,0,0,0,0,0,0,0,0,0,0
interrogate,kuulustella,0,0,0,0,0,1,0,0,0,0
interrogation,kuulustelu,0,0,0,0,0,1,0,0,0,0
interrupt,keskeyttää,0,1,1,0,0,0,0,0,1,0
interrupted,keskeytynyt,0,1,0,0,0,0,0,1,0,0
interruption,keskeytys,0,0,0,0,0,0,0,0,0,0
intersect,leikata,0,0,0,0,0,0,0,0,0,0
intersection,leikkauspiste,0,0,0,0,0,0,0,0,0,0
interstitial,interstitiaalinen,0,0,0,0,0,0,0,0,0,0
interval,aikaväli,0,0,0,0,0,0,0,0,0,0
intervening,välissä oleva,0,0,0,0,0,0,0,0,0,0
intervention,interventio,1,1,0,0,0,0,0,1,0,0
interview,haastatella,0,0,0,0,0,0,0,0,0,0
interviewer,haastattelija,0,0,0,0,0,1,0,0,0,0
interworking,verkkosovittimen,0,0,0,0,0,0,0,0,0,0
intestate,testamenttia,0,1,0,0,0,0,0,0,0,0
intestinal,suolisto-,0,0,0,0,1,0,0,0,0,0
intestine,suoli,0,0,0,0,0,0,0,0,0,0
intestines,suolet,0,0,0,0,0,0,0,0,0,0
intimacy,läheinen suhde,0,0,0,0,0,0,0,0,0,0
intimate,intiimi,1,0,0,1,0,0,1,0,0,1
intimately,läheisesti,0,0,0,1,0,1,1,0,0,0
intimation,vihjaus,0,0,0,0,0,0,0,0,0,0
intimidate,pelotella,0,1,0,0,0,1,0,0,0,0
intimidation,uhkailu,0,1,1,0,0,1,0,0,0,0
intolerable,sietämätön,0,1,1,0,0,0,0,0,0,0
intolerance,suvaitsemattomuus,0,1,1,0,1,1,0,0,0,0
intolerant,suvaitsematon,0,1,1,0,1,1,0,1,0,0
intonation,intonaatio,1,0,0,0,0,0,0,0,0,0
intoxicated,päihtynyt,0,1,0,0,1,0,0,0,0,0
intoxication,päihtymys,0,0,0,0,0,0,0,0,0,0
intractable,hankala,0,1,1,0,0,0,0,0,0,0
intramural,omassa piirissä tapahtuva,0,0,0,0,0,0,0,0,0,0
intrepid,peloton,1,0,0,0,0,0,0,0,0,0
intricate,monimutkainen,0,0,0,0,0,0,0,0,0,0
intrigue,juoni,0,1,0,1,0,1,0,0,1,0
intriguing,kiehtova,0,0,0,0,0,0,0,0,0,0
intrinsic,luontainen,0,0,0,0,0,0,0,0,0,0
intrinsically,itsessään,0,0,0,0,0,0,0,0,0,0
introduction,esittely,0,0,0,0,0,0,0,0,0,0
introductory,alustava,0,0,0,0,0,0,0,0,0,0
introspection,itsetutkiskelun,0,0,0,0,0,0,0,0,0,0
introspective,introspektiivinen,0,0,0,0,0,0,0,0,0,0
intruder,tunkeutuja,0,1,1,0,0,1,0,0,1,0
intrusion,tunkeutumisen,0,1,0,0,0,1,0,0,0,0
intrusive,tunkeileva,0,1,1,0,1,1,0,0,1,0
intuition,intuitio,1,0,0,0,0,0,0,0,0,1
intuitive,intuitiivinen,1,0,0,0,0,0,0,0,0,0
intuitively,intuitiivisesti,0,0,0,1,0,0,0,0,0,0
inundation,tulva,0,0,0,0,0,0,0,0,0,0
invade,hyökätä,0,1,1,0,0,1,0,1,1,0
invader,maahanhyökkääjä,0,1,1,0,0,1,0,1,0,0
invalid,pätemätön,0,0,0,0,0,0,0,1,0,0
invalidate,mitätöidä,0,1,0,0,0,0,0,0,0,0
invalidation,mitätöinti,0,1,0,0,0,0,0,0,0,0
invalidity,työkyvyttömyys,0,1,0,0,0,0,0,0,0,0
invaluable,korvaamaton,0,0,0,0,0,0,0,0,0,0
invariably,poikkeuksetta,1,0,0,0,0,0,0,0,0,0
invasion,invaasio,0,1,1,0,0,0,0,0,0,0
invent,keksiä,0,0,0,0,0,0,0,0,0,0
invention,keksintö,0,0,0,0,0,0,0,0,0,0
inventive,kekseliäs,1,0,0,0,0,0,0,0,0,0
inventor,keksijä,1,0,0,0,0,0,0,0,0,0
inventory,inventaario,0,0,0,0,0,0,0,0,0,0
inverse,käänteinen,0,0,0,0,0,0,0,0,0,0
inversely,käänteisesti,0,0,0,0,0,0,0,0,0,0
inversion,inversio,0,0,0,0,0,0,0,0,0,0
invert,inverttisokeri,0,0,0,0,0,0,0,0,0,0
inverted,käänteinen,0,0,0,0,0,0,0,0,0,0
investigate,tutkia,1,0,0,0,0,0,0,0,0,0
investigation,tutkimus,0,0,0,1,0,0,0,0,0,0
investigator,tutkija,0,0,0,0,0,0,0,0,0,0
investor,sijoittaja,0,0,0,0,0,0,0,0,0,0
invigorate,virkistää,1,0,0,0,0,0,0,0,0,0
invincible,voittamaton,0,0,0,0,0,0,0,0,0,0
invisibility,näkymättömyys,0,0,0,0,0,0,0,0,0,0
invisible,näkymätön,0,0,0,0,0,0,0,0,0,0
invitation,kutsu,1,0,0,1,0,0,0,0,0,0
invite,kutsu,1,0,0,1,0,0,1,0,1,1
inviting,houkutteleva,1,0,0,1,0,0,1,0,1,1
invocation,rukous,0,0,0,1,0,0,0,0,0,1
invoice,lasku,0,0,0,0,0,0,0,0,0,0
invoke,vedota,0,0,0,1,0,0,0,0,0,0
involuntary,tahaton,0,1,0,0,0,0,0,0,0,0
involution,kiertyminen,0,1,1,0,0,0,0,0,0,0
involvement,osallistuminen,0,0,1,0,0,0,0,0,0,0
inwards,sisäänpäin,0,0,0,0,0,0,0,0,0,0
iota,hitunen,0,0,0,0,0,0,0,0,0,0
irate,raivostunut,0,1,1,0,0,0,0,0,0,0
ire,NO TRANSLATION,0,1,1,0,0,0,0,0,0,0
iridescent,värikkäiden,0,0,0,0,0,0,0,0,0,0
iris,iiris,0,0,0,0,0,1,0,0,0,0
iron,rauta-,1,0,0,0,0,0,0,0,0,1
ironic,ironinen,0,0,0,0,0,0,0,0,0,0
irons,silitysrauta,0,1,0,0,0,0,0,0,0,0
irony,ironia,0,0,0,0,0,0,0,0,0,0
irradiation,säteilytys,0,0,0,0,0,0,0,0,0,0
irrational,irrationaalinen,0,1,0,0,1,1,0,0,0,0
irrationality,järjettömyyttä,0,1,0,0,0,0,0,0,0,0
irreconcilable,sovittamaton,0,1,1,0,0,1,0,1,0,0
irreducible,redusoitumatonta,1,0,0,0,0,0,0,0,0,0
irrefutable,kieltämätön,1,0,0,0,0,0,0,0,0,1
irregular,epäsäännöllinen,0,1,0,0,0,0,0,0,0,0
irregularity,epäsäännöllisyys,0,1,0,0,0,0,0,0,0,0
irregularly,epäsäännöllisesti,0,0,0,0,0,0,0,0,0,0
irrelevant,merkityksetön,0,1,0,0,0,0,0,0,0,0
irreparable,korjaamaton,0,1,0,0,0,1,0,1,0,0
irrepressible,lannistumaton,0,0,0,0,0,0,0,0,0,0
irresistible,vastustamaton,0,0,0,0,0,0,0,0,0,0
irrespective,katsomatta,0,0,0,0,0,0,0,0,0,0
irresponsible,vastuuton,0,1,0,0,0,0,0,0,0,0
irreverent,epäkunnioittava,0,1,0,0,0,0,0,0,0,0
irreversible,peruuttamaton,0,0,0,0,0,0,0,0,0,0
irrevocable,peruuttamaton,0,1,0,0,0,0,0,0,0,0
irrigate,kastella,0,0,0,0,0,0,0,0,0,0
irrigation,kastelu,0,0,0,0,0,0,0,0,0,0
irritability,ärtyvyys,0,1,1,0,0,0,0,0,0,0
irritable,ärtyisä,0,1,1,0,0,0,0,0,0,0
irritating,ärsyttävä,0,1,1,0,1,0,0,0,0,0
irritation,ärsytys,0,1,1,0,1,0,0,1,0,0
island,saari,0,0,0,0,0,0,0,0,0,0
isle,saari,0,0,0,0,0,0,0,0,0,0
islet,luoto,0,0,0,0,0,0,0,0,0,0
isolate,eristää,0,0,0,0,0,0,0,1,0,0
isolated,yksittäinen,0,1,0,0,0,1,0,1,0,0
isolation,eristäminen,0,1,0,0,0,0,0,1,0,0
isomorphism,isomorphism,0,0,0,0,0,0,0,0,0,0
isothermal,isoterminen,0,0,0,0,0,0,0,0,0,0
issue,ongelma,0,0,0,0,0,0,0,0,0,0
itch,kutittaa,0,0,0,0,0,0,0,0,0,0
itching,kutina,0,0,0,0,0,0,0,0,0,0
item,erä,0,0,0,0,0,0,0,0,0,0
itemize,eritellä,0,0,0,0,0,0,0,0,0,0
items,kohdetta,0,0,0,0,0,0,0,0,0,0
iterate,toistaa,0,0,0,0,0,0,0,0,0,0
iteration,iteraatio,0,0,0,0,0,0,0,0,0,0
iterative,iteratiivinen,0,0,0,0,0,0,0,0,0,0
itinerant,kiertävä,0,0,0,0,0,0,0,0,0,0
itinerary,matkareitti,0,0,0,0,0,0,0,0,0,0
ivory,norsunluu,0,0,0,0,0,0,0,0,0,0
jab,tökätä,0,0,1,0,0,0,0,0,0,0
jabber,pälpättää,0,1,0,0,0,0,0,0,0,0
jack,tunkki,0,0,0,0,0,0,0,0,0,0
jackass,pölkkypää,0,0,0,0,0,0,0,0,0,0
jackpot,jättipotti,1,0,0,1,0,0,1,0,1,0
jacks,liittimet,0,0,0,0,0,0,0,0,0,0
jade,jade,0,0,0,0,0,0,0,0,0,0
jag,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
jagged,rosoinen,0,0,0,0,0,0,0,0,0,0
jaguar,jaguaari,0,0,0,0,0,0,0,0,0,0
jail,vankila,0,1,0,0,0,1,0,1,0,0
jam,hillo,1,0,0,0,0,0,0,0,0,0
jammed,juuttunut,0,0,0,0,0,0,0,0,0,0
janitor,talonmies,0,0,0,0,1,0,0,0,0,0
japan,Japani,0,0,0,0,0,0,0,0,0,0
jar,purkki,0,0,0,0,0,0,0,0,0,0
jargon,ammattikieli,0,1,0,0,0,0,0,0,0,0
jarring,vihlova,0,1,0,0,0,1,0,1,0,0
jasper,jaspis,0,0,0,0,0,0,0,0,0,0
jaundice,keltatauti,0,1,0,0,0,1,0,0,0,0
jaunt,huviretki,0,0,0,0,0,0,0,0,0,0
javelin,keihäs,0,0,0,0,0,0,0,0,0,0
jaw,leuka,0,0,0,0,0,0,0,0,0,0
jaws,suu,0,0,0,0,0,1,0,0,0,0
jay,närhi,0,0,0,0,0,0,0,0,0,0
jealous,mustasukkainen,0,1,1,0,1,0,0,0,0,0
jealousy,mustasukkaisuus,0,1,1,0,1,1,0,1,0,0
jeans,farkut,0,0,0,0,0,0,0,0,0,0
jeep,jeeppi,0,0,0,0,0,0,0,0,0,0
jelly,hyytelö,0,0,0,0,0,0,0,0,0,0
jenny,Jenny,0,0,0,0,0,0,0,0,0,0
jeopardize,vaarantaa,0,1,1,0,0,1,0,0,0,0
jeopardy,vaara,0,1,0,1,0,1,0,0,0,0
jerk,ääliö,0,0,1,0,0,0,0,0,1,0
jersey,jersey,0,0,0,0,0,0,0,0,0,0
jest,NO TRANSLATION,1,0,0,0,0,0,1,0,1,0
jester,hovinarri,0,0,0,0,0,0,0,0,0,0
jet,suihkukone,0,0,0,0,0,0,0,0,0,0
jetty,aallonmurtaja,0,0,0,0,0,0,0,0,0,0
jewel,helmi,0,0,0,0,0,0,0,0,0,0
jeweler,jalokivikauppias,0,0,0,0,0,0,0,0,0,0
jewelry,korut,0,0,0,0,0,0,0,0,0,0
jib,nostovarsi,0,0,0,0,0,0,0,0,0,0
jiffy,hetkinen,0,0,0,0,0,0,0,0,0,0
jimmy,sorkkarauta,0,0,0,0,0,0,0,0,0,0
jingle,loru,0,0,0,0,0,0,0,0,0,0
job,Job,1,0,0,0,0,0,0,0,0,0
jock,Juva,0,0,0,0,0,0,0,0,0,0
jockey,kuski,0,0,0,0,0,0,0,0,0,0
jog,hölkätä,0,0,0,0,0,0,0,0,0,0
john,Johannes,0,1,0,0,1,0,0,0,0,0
join,liittyä seuraan,1,0,0,0,0,0,0,0,0,0
joined,liittyi,1,0,0,0,0,0,0,0,0,0
joining,tuloaan,0,0,0,0,0,0,0,0,0,0
joint,yhteinen,0,0,0,0,0,0,0,0,0,0
jointly,yhdessä,0,0,0,0,0,0,0,0,0,0
joke,vitsi,0,1,0,0,0,0,0,0,0,0
joker,jokeri,1,0,0,0,0,0,1,0,1,0
joking,huulenheitto,1,0,0,0,0,0,0,0,0,0
jolt,täristää,0,0,0,0,0,0,0,0,1,0
jornada,NO TRANSLATION,0,1,0,0,0,0,0,0,0,0
jot,hitunen,0,0,0,0,0,0,0,0,0,0
journal,päiväkirja,0,0,0,0,0,0,0,0,0,0
journalism,journalismi,0,0,0,0,0,0,0,0,0,1
journalist,toimittaja,1,0,0,0,0,0,0,0,0,0
journey,matka,1,0,0,1,0,1,1,0,0,0
journeyman,kisälli,0,0,0,0,0,0,0,0,0,1
jovial,lupsakka,1,0,0,0,0,0,1,0,0,0
joy,ilo,1,0,0,0,0,0,1,0,0,0
joyful,iloinen,1,0,0,0,0,0,1,0,0,1
joyous,riemukas,1,0,0,0,0,0,1,0,0,0
jubilant,riemukas,1,0,0,0,0,0,1,0,1,1
jubilee,riemujuhla,1,0,0,0,0,0,1,0,1,0
judge,tuomari,0,0,0,0,0,0,0,0,0,0
judging,päätellen,0,0,0,0,0,0,0,0,0,0
judgment,tuomio,0,0,0,0,0,0,0,0,1,0
judicial,oikeudellinen,1,0,0,1,0,0,0,0,0,1
judiciary,oikeuslaitos,0,0,0,1,0,0,0,0,0,1
judicious,järkevä,1,0,0,0,0,0,0,0,0,1
jug,kannu,0,0,0,0,0,0,0,0,0,0
juggle,pallotella,0,0,0,0,0,0,0,0,0,0
juggling,jongleerausta,0,0,0,0,0,0,0,0,0,0
juice,mehu,0,0,0,0,0,0,0,0,0,0
juicy,mehukas,0,0,0,0,0,0,0,0,0,0
jumble,sekamelska,0,1,0,0,0,0,0,0,0,0
jumbled,sekaisin,0,0,0,0,0,0,0,0,0,0
jumbo,jumbo,0,0,0,0,0,0,0,0,0,0
jump,hypätä,1,0,0,0,0,0,1,0,0,0
junction,liittymä,0,0,0,0,0,0,0,0,0,0
juncture,liitos,0,0,0,0,0,0,0,0,0,0
jungle,viidakko,0,0,0,0,0,1,0,0,0,0
junior,nuorempi,0,0,0,0,0,0,0,0,0,0
junk,romu,0,1,0,0,0,0,0,0,0,0
junta,juntta,0,1,0,0,0,0,0,0,0,0
juridical,juridinen,0,0,0,0,0,0,0,0,0,0
jurisdiction,toimivalta,0,0,0,0,0,0,0,0,0,0
